year,title,author,cover_image
2021,Letters Across the Sea,Genevieve Graham,http://books.google.com/books/content?id=EY8mEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,The Vinyl Cafe Celebrates,Stuart McLean,http://books.google.com/books/content?id=udEwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,The Handmaid's Tale,Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,How to Pronounce Knife,Souvankham Thammavongsa,http://books.google.com/books/content?id=kkShDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Gutter Child,Jael Richardson,http://books.google.com/books/content?id=mOfdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,All the Devils Are Here,Louise Penny,http://books.google.com/books/content?id=HcZIyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,What Strange Paradise,Omar El Akkad,http://books.google.com/books/content?id=fDoEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Milk and Honey,Rupi Kaur,http://books.google.com/books/content?id=WoWfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Beyond Order: 12 More Rules for Life,Jordan Peterson,http://books.google.com/books/content?id=I1oJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Indian in the Cabinet: Speaking Truth to Power,Jody Wilson-Raybould,http://books.google.com/books/content?id=THvnzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,Talking to Canadians: A Memoir,Rick Mercer,http://books.google.com/books/content?id=cuQoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,http://books.google.com/books/content?id=_gQXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Crossroads: My Story of Tragedy and Resilience as a Humboldt Bronco,Kaleb Dahlgren,http://books.google.com/books/content?id=bpTrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,21 Things You May Not Know About the Indian Act: Helping Canadians Make Reconciliation with Indigenous Peoples a Reality,Bob Joseph,http://books.google.com/books/content?id=JPxfswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,"No One Wins Alone: Leading Others, Building Teams, Inspiring Greatness","Mark Messier, Jimmy Roberts",http://books.google.com/books/content?id=2EqMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,"From the Ashes: My Story of Being Métis, Homeless, and Finding My Way",Jesse Thistle,http://books.google.com/books/content?id=opwtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Off the Record,Peter Mansbridge,http://books.google.com/books/content?id=KZ1BEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Values: Building a Better World for All,Mark Carney,http://books.google.com/books/content?id=_IyTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,Yearbook,Seth Rogen,http://books.google.com/books/content?id=T4OODwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,The Menopause Manifesto: Own Your Health with Facts and Feminism,Jen Gunter,http://books.google.com/books/content?id=omIrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,12 Rules for Life: An Antidote to Chaos,Jordan Peterson,http://books.google.com/books/content?id=6XxX0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,Call Me Indian: From the Trauma of Residential School to Becoming the NHL's First Treaty Indigenous Player,Fred Sasakamoose,http://books.google.com/books/content?id=u80AEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,"Best Wishes, Warmest Regards: The Story of Schitt's Creek","Daniel Levy, Eugene Levy",http://books.google.com/books/content?id=TaKVzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2021,Finding the Mother Tree: Discovering the Wisdom of the Forest,Suzanne Simard,http://books.google.com/books/content?id=KE32DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,"The Forever Dog: Surprising New Science to Help Your Canine Companion Live Younger, Healthier, and Longer","Rodney Habib, Karen Shaw Becker",http://books.google.com/books/content?id=2tMOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,The Inconvenient Indian: A Curious Accoint of Native People in North America,Thomas King,http://books.google.com/books/content?id=dLk-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,"Seven Fallen Feathers: Racism, Death, and Hard Truths in a Northern City",Tanya Talaga,http://books.google.com/books/content?id=pqAvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2021,Teachers these Days: Stories and Strategies for Reconnection,"Jody Carrington, Laurie McIntosh",http://books.google.com/books/content?id=EA6AzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,Five Little Indians,Michelle Good,http://books.google.com/books/content?id=phKqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Maid,Nita Prose,http://books.google.com/books/content?id=Lpy1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,Every Summer After,Carley Fortune,http://books.google.com/books/content?id=c788EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Looking for Jane,Heather Marshall,http://books.google.com/books/content?id=uMd0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,A World of Curiosities,Louise Penny,http://books.google.com/books/content?id=cEJtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Healing Through Words,Rupi Kaur,http://books.google.com/books/content?id=QXv5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,Scarborough,Catherine Hernandez,http://books.google.com/books/content?id=B8BdDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,State of Terror,"Hillary Rodham Clinton, Louise Penny",http://books.google.com/books/content?id=azlyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Watch Out For Her,Samantha M. Bailey,http://books.google.com/books/content?id=P6U1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Sea of Tranquility,Emily St. John Mandel,http://books.google.com/books/content?id=fj84EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Handmaid's Tale,Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Take Your Breath Away,Linwood Barclay,http://books.google.com/books/content?id=G5E7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Sleeping Car Porter,Suzette Mayr,http://books.google.com/books/content?id=UEV1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Things We Do In the Dark,Jennifer Hillier,http://books.google.com/books/content?id=trM9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Deal,Elle Kennedy,http://books.google.com/books/content?id=iwBaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Bluebird,Genevieve Graham,http://books.google.com/books/content?id=ZTtjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Her Last Goodbye,Rick Mofina,http://books.google.com/books/content?id=kk0oEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Last Chairlift,John Irving,http://books.google.com/books/content?id=xRpdEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Fayne,Ann-Marie MacDonald,http://books.google.com/books/content?id=k5DpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Strangers,Katherena Vermette,http://books.google.com/books/content?id=GaJvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,http://books.google.com/books/content?id=IiRPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Betrayal of Anne Frank: A Cold Case Investigation,Rosemary Sullivan,http://books.google.com/books/content?id=5PbwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,12 Rules for Life: An Antidote to Chaos,Jordan Peterson,http://books.google.com/books/content?id=6XxX0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,21 Things You May Not Know About the Indian Act: Helping Canadians Make Reconciliation with Indigenous Peoples a Reality,Bob Joseph,http://books.google.com/books/content?id=JPxfswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,The Boy in the Woods: A True Story of Survival During the Second World War,Maxwell Smart,http://books.google.com/books/content?id=nHA7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,"22 Murders: Investigating the Massacres, Cover-up and Obstacles to Justice in Nova Scotia",Paul Palango,http://books.google.com/books/content?id=JoM8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,We Were Dreamers: An Immigrant Superhero Origin Story,Simu Liu,http://books.google.com/books/content?id=dp7cDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Run Towards the Danger: Confrontations with a Body of Memory,Sarah Polley,http://books.google.com/books/content?id=8RExEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,The Freedom Convoy: The Inside Story of Three Weeks that Shook the World,Andrew Lawton,http://books.google.com/books/content?id=K4YrzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,"The Series: What I Remember, What It Felt Like, What It Feels Like Now",Ken Dryden,http://books.google.com/books/content?id=ddFcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Ducks: Two Years in the Oil Sands,Kate Beaton,http://books.google.com/books/content?id=s27WzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,A Little Bit Broken: A Memoir,Roz Weston,http://books.google.com/books/content?id=Zd7AEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Beyond Order: 12 More Rules for Life,Jordan Peterson,http://books.google.com/books/content?id=I1oJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Playing the Long Game: A Memoir,Christine Sinclair,http://books.google.com/books/content?id=9PPGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Finding the Mother Tree: Discovering the Wisdom of the Forest,Suzanne Simard,http://books.google.com/books/content?id=KE32DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,"From the Ashes: My Story of Being Métis, Homeless, and Finding My Way",Jesse Thistle,http://books.google.com/books/content?id=opwtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,All Roads Home: A Life On and Off the Ice,"Bryan Trottier, Stephen Brunt",http://books.google.com/books/content?id=RLIBEQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2022,72: The Series that Changed Hockey Forever,Scott Morrison,http://books.google.com/books/content?id=eB9oEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,Embers: One Ojibway's Meditations,Richard Wagamese,http://books.google.com/books/content?id=naH1DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2022,True Reconciliation: How to Be a Force for Change,Jody Wilson-Raybould,http://books.google.com/books/content?id=WftmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Meet Me at the Lake,Carley Fortune,http://books.google.com/books/content?id=KBXDzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2023,Everyone Here is Lying,Shari Lapena,http://books.google.com/books/content?id=e2_8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Whispers,Ashley Audrain,http://books.google.com/books/content?id=q0GVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2023,The Defector,Chris Hadfield,http://books.google.com/books/content?id=WomrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Five Little Indians,Michelle Good,http://books.google.com/books/content?id=phKqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,A Death at the Party,Amy Stuart,http://books.google.com/books/content?id=lIqsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Bittlemores,Jann Arden,http://books.google.com/books/content?id=KCcKEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Moon of the Crusted Snow,Waubgeshig Rice,http://books.google.com/books/content?id=dC1hDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Lie Maker,Linwood Barclay,http://books.google.com/books/content?id=IymCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Drowning Woman,Robyn Harding,http://books.google.com/books/content?id=svyuEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Greenwood,Michael Christie,http://books.google.com/books/content?id=sZuCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Sleeping Car Porter,Suzette Mayr,http://books.google.com/books/content?id=UEV1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Everything She Feared,Rick Mofina,http://books.google.com/books/content?id=fbdwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Moon of the Turning Leaves,Waubgeshig Rice,http://books.google.com/books/content?id=b-26EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Every Summer After,Carley Fortune,http://books.google.com/books/content?id=c788EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Women Talking,Miriam Toews,http://books.google.com/books/content?id=46dvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Old Babes in the Wood,Margaret Atwood,http://books.google.com/books/content?id=tXZ7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,I Only Read Murder,"Ian Ferguson, Will Ferguson",http://books.google.com/books/content?id=j1C9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,A World of Curiosities,Louise Penny,http://books.google.com/books/content?id=cEJtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,It Happened One Christmas,Chantel Guertin,http://books.google.com/books/content?id=8Ci2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,http://books.google.com/books/content?id=IiRPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,"The Road Years: A Memoir, Continued . . .",Rick Mercer,http://books.google.com/books/content?id=1wa9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,My Effin' Life,Geddy Lee,http://books.google.com/books/content?id=jvGWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,12 Rules for Life: An Antidote to Chaos,Jordan Peterson,http://books.google.com/books/content?id=6XxX0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2023,Ducks: Two Years in the Oil Sands,Kate Beaton,http://books.google.com/books/content?id=s27WzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2023,"Love, Pamela: A Memoir",Pamela Anderson,http://books.google.com/books/content?id=pp19EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Pageboy: A Memoir,Elliot Page,http://books.google.com/books/content?id=wzd3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,21 Things You May Not Know About the Indian Act: Helping Canadians Make Reconciliation with Indigenous Peoples a Reality,Bob Joseph,http://books.google.com/books/content?id=JPxfswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2023,Truth Telling: Seven Conversations about Indigenous Life in Canada,Michelle Good,http://books.google.com/books/content?id=6cVVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,"Where the Falcon Flies: A 3,400 Kilometre Odyssey From My Doorstep to the Arctic",Adam Shoalts,http://books.google.com/books/content?id=BkelEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,"Outsider: An Old Man, a Mountain and the Search for a Hidden Past",Brett Popplewell,http://books.google.com/books/content?id=y8R9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,How Canada Works: The People Who Make Our Nation Thrive,"Peter Mansbridge, Mark Bulgutch",http://books.google.com/books/content?id=sxLfEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Fire Weather: On the Front Lines of a Burning World,John Vaillant,http://books.google.com/books/content?id=0CH0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Run Towards the Danger: Confrontations with a Body of Memory,Sarah Polley,http://books.google.com/books/content?id=8RExEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Life in Two Worlds: A Coach's Journey from the Reserve to the NHL and Back,"Ted Nolan, Meg Masters",http://books.google.com/books/content?id=7rmmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Doppelganger: A Trip into the Mirror World,Naomi Klein,http://books.google.com/books/content?id=IQS7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Draft Day: How Hockey Teams Pick Winners or Get Left Behind,"Doug MacLean, Scott Morrison",http://books.google.com/books/content?id=CGmsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,The Survivor: How I Survived Six Concentration Camps and Became a Nazi Hunter,"Josef Lewkowicz, Michael Calvin",http://books.google.com/books/content?id=-qF8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,Cracking the Nazi Code: The Untold Story of Canada's Greatest Spy,Jason Bell,http://books.google.com/books/content?id=Q0WjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2023,True Reconciliation: How to Be a Force for Change,Jody Wilson-Raybould,http://books.google.com/books/content?id=WftmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
